,Neighbourhood,Postalcode,Neighbourhood Latitude,Neighbourhood Longitude,Venue,fsq_id,Venue Latitude,Venue Longitude,Venue Category
285,"Harbourfront East, Union Station, Toronto Islands",M5J,43.6408157,-79.3817523,Toys Toys Toys,4b197960f964a520fedd23e3,43.653062,-79.380265,Toy Store
286,"Harbourfront East, Union Station, Toronto Islands",M5J,43.6408157,-79.3817523,Toys Toys Toys,4b33a155f964a520be1b25e3,43.644759,-79.392593,Toy Store
287,"Harbourfront East, Union Station, Toronto Islands",M5J,43.6408157,-79.3817523,DinoDirect,4eb973676d86ba38ae4ab6a5,43.650562,-79.386879,Toy Store
288,"Harbourfront East, Union Station, Toronto Islands",M5J,43.6408157,-79.3817523,Spinmaster,4b5dab03f964a520ef6529e3,43.642165,-79.39662,Toy Store
292,"Harbourfront East, Union Station, Toronto Islands",M5J,43.6408157,-79.3817523,Mindzai,51b5f9a2454a4042828fbcbf,43.647115,-79.396474,Toy Store
293,"Harbourfront East, Union Station, Toronto Islands",M5J,43.6408157,-79.3817523,Hestia International Inc,a5294142f21d4964645c78aa,43.647697,-79.396193,Toy Store
294,"Harbourfront East, Union Station, Toronto Islands",M5J,43.6408157,-79.3817523,American Girl,567ed84f498e931068179a8a,43.654145,-79.380811,Toy Store
295,"Harbourfront East, Union Station, Toronto Islands",M5J,43.6408157,-79.3817523,Super Toy,5dd82d56c61ceb00081add6c,43.640476,-79.402099,Toy Store
296,"Harbourfront East, Union Station, Toronto Islands",M5J,43.6408157,-79.3817523,The Toy Space Inc,4b13ff31f964a5206a9b23e3,43.644222,-79.403071,Toy Store
297,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,Disney,522a616311d2b982aa3b8111,43.653755,-79.380001,Toy Store
298,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,AnimeXtreme,4ad8bb1ff964a520201421e3,43.654118,-79.398199,Toy Store
299,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,Toy Terminal,50c37adbe4b0572e56f405be,43.646709,-79.403608,Toy Store
300,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,Toys Toys Toys,4de51feac65b7a3e215a1ce5,43.647327,-79.381176,Toy Store
301,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,Little Monkeys Treehouse,59ce92a12105c3413d8004fd,43.645883,-79.38174,Toy Store
302,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,Game Trek,4ad4c063f964a52039f820e3,43.645609,-79.38165,Toy Store
303,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,Toys Toys Toys,4b197960f964a520fedd23e3,43.653062,-79.380265,Toy Store
304,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,Gametrek,4d5eed555c39b1f77f83f149,43.646211,-79.384177,Toy Store
305,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,DinoDirect,4eb973676d86ba38ae4ab6a5,43.650562,-79.386879,Toy Store
307,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,American Girl,567ed84f498e931068179a8a,43.654145,-79.380811,Toy Store
308,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,Toy Terminal,4bcb4bb0511f95214725b1c7,43.639446,-79.380716,Toy Store
309,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,Toys Toys Toys,4b33a155f964a520be1b25e3,43.644759,-79.392593,Toy Store
310,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,Hestia International Inc,a5294142f21d4964645c78aa,43.647697,-79.396193,Toy Store
312,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,Mindzai,51b5f9a2454a4042828fbcbf,43.647115,-79.396474,Toy Store
313,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,The Toy Space,4cd58f43dfb4a1cdf6e3595c,43.656818,-79.3904,Toy Store
314,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,Spinmaster,4b5dab03f964a520ef6529e3,43.642165,-79.39662,Toy Store
315,"Toronto Dominion Centre, Design Exchange",M5K,43.6471768,-79.3815764,Tai Tai Trading,539dc1dd498ef219414a0544,43.653318,-79.396856,Toy Store
317,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Disney,522a616311d2b982aa3b8111,43.653755,-79.380001,Toy Store
318,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,AnimeXtreme,4ad8bb1ff964a520201421e3,43.654118,-79.398199,Toy Store
319,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Toy Terminal,50c37adbe4b0572e56f405be,43.646709,-79.403608,Toy Store
320,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Toys Toys Toys,4b197960f964a520fedd23e3,43.653062,-79.380265,Toy Store
321,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Toys Toys Toys,4de51feac65b7a3e215a1ce5,43.647327,-79.381176,Toy Store
322,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Little Monkeys Treehouse,59ce92a12105c3413d8004fd,43.645883,-79.38174,Toy Store
323,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Game Trek,4ad4c063f964a52039f820e3,43.645609,-79.38165,Toy Store
324,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Gametrek,4d5eed555c39b1f77f83f149,43.646211,-79.384177,Toy Store
326,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,DinoDirect,4eb973676d86ba38ae4ab6a5,43.650562,-79.386879,Toy Store
327,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,American Girl,567ed84f498e931068179a8a,43.654145,-79.380811,Toy Store
328,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Toy Terminal,4bcb4bb0511f95214725b1c7,43.639446,-79.380716,Toy Store
329,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Toys Toys Toys,4b33a155f964a520be1b25e3,43.644759,-79.392593,Toy Store
330,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,The Toy Space,4cd58f43dfb4a1cdf6e3595c,43.656818,-79.3904,Toy Store
331,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Hestia International Inc,a5294142f21d4964645c78aa,43.647697,-79.396193,Toy Store
332,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Mindzai,51b5f9a2454a4042828fbcbf,43.647115,-79.396474,Toy Store
334,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Tai Tai Trading,539dc1dd498ef219414a0544,43.653318,-79.396856,Toy Store
335,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Cheap Fifa 15 Coins Shop - Vipfifa15c,55461345498e0032a3820089,43.649778,-79.361277,Toy Store
336,"Commerce Court, Victoria Hotel",M5L,43.6481985,-79.3798169,Spinmaster,4b5dab03f964a520ef6529e3,43.642165,-79.39662,Toy Store
337,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,AnimeXtreme,4ad8bb1ff964a520201421e3,43.654118,-79.398199,Toy Store
338,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Toy Terminal,50c37adbe4b0572e56f405be,43.646709,-79.403608,Toy Store
339,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Disney,522a616311d2b982aa3b8111,43.653755,-79.380001,Toy Store
340,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Kingsway Inc,25a663b69edc4f9345672528,43.656357,-79.39907,Toy Store
341,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Golden Shine Trading,508ad60fe4b07e54b2b12404,43.655319,-79.398671,Toy Store
342,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Navito World,51b608c3498ed1f8f39272dc,43.654224,-79.397514,Toy Store
343,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,The Toy Space,4cd58f43dfb4a1cdf6e3595c,43.656818,-79.3904,Toy Store
344,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Tai Tai Trading,539dc1dd498ef219414a0544,43.653318,-79.396856,Toy Store
345,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Mind Games Atrium on Bay,541463ca498e6856c61d0def,43.66978,-79.388164,Toy Store
346,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Toys Toys Toys,4b197960f964a520fedd23e3,43.653062,-79.380265,Toy Store
347,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Game and Hobby Zone,4c013560de3376b07b6ef9a4,43.670468,-79.387197,Toy Store
348,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Inquisitivekid,4bf81a3c5ec320a1241e88d3,43.67479,-79.394949,Toy Store
349,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Games Night,4b567fddf964a5200c1328e3,43.667397,-79.380769,Toy Store
350,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Hestia International Inc,a5294142f21d4964645c78aa,43.647697,-79.396193,Toy Store
351,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,DinoDirect,4eb973676d86ba38ae4ab6a5,43.650562,-79.386879,Toy Store
352,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Mindzai,51b5f9a2454a4042828fbcbf,43.647115,-79.396474,Toy Store
353,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,American Girl,567ed84f498e931068179a8a,43.654145,-79.380811,Toy Store
354,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,MissBehav'n,4bd3566b046076b08bd57571,43.646421,-79.406788,Toy Store
355,"University of Toronto, Harbord",M5S,43.6626956,-79.4000493,Toy Terminal,5d618581c79f3b00087bff93,43.646357,-79.409208,Toy Store
357,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,AnimeXtreme,4ad8bb1ff964a520201421e3,43.654118,-79.398199,Toy Store
358,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,Toy Terminal,50c37adbe4b0572e56f405be,43.646709,-79.403608,Toy Store
359,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,Disney,522a616311d2b982aa3b8111,43.653755,-79.380001,Toy Store
360,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,Navito World,51b608c3498ed1f8f39272dc,43.654224,-79.397514,Toy Store
361,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,Tai Tai Trading,539dc1dd498ef219414a0544,43.653318,-79.396856,Toy Store
362,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,Golden Shine Trading,508ad60fe4b07e54b2b12404,43.655319,-79.398671,Toy Store
363,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,Kingsway Inc,25a663b69edc4f9345672528,43.656357,-79.39907,Toy Store
364,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,Hestia International Inc,a5294142f21d4964645c78aa,43.647697,-79.396193,Toy Store
365,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,Mindzai,51b5f9a2454a4042828fbcbf,43.647115,-79.396474,Toy Store
366,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,The Toy Space,4cd58f43dfb4a1cdf6e3595c,43.656818,-79.3904,Toy Store
367,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,MissBehav'n,4bd3566b046076b08bd57571,43.646421,-79.406788,Toy Store
369,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,Toys Toys Toys,4b197960f964a520fedd23e3,43.653062,-79.380265,Toy Store
370,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,The Toy Space Inc,4b13ff31f964a5206a9b23e3,43.644222,-79.403071,Toy Store
371,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,Toy Terminal,5d618581c79f3b00087bff93,43.646357,-79.409208,Toy Store
373,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,DinoDirect,4eb973676d86ba38ae4ab6a5,43.650562,-79.386879,Toy Store
374,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,Toys Toys Toys,4b33a155f964a520be1b25e3,43.644759,-79.392593,Toy Store
375,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,Spinmaster,4b5dab03f964a520ef6529e3,43.642165,-79.39662,Toy Store
376,"Kensington Market, Chinatown, Grange Park",M5T,43.6532057,-79.4000493,Polka Dot Kids,4d446dc13616b60ced42e4c2,43.645332,-79.412503,Toy Store
377,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,Toy Terminal,50c37adbe4b0572e56f405be,43.646709,-79.403608,Toy Store
378,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,Super Toy,5dd82d56c61ceb00081add6c,43.640476,-79.402099,Toy Store
379,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,Spinmaster,4b5dab03f964a520ef6529e3,43.642165,-79.39662,Toy Store
380,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,Toy Terminal,4bcb4bb0511f95214725b1c7,43.639446,-79.380716,Toy Store
382,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,Toys Toys Toys,4b33a155f964a520be1b25e3,43.644759,-79.392593,Toy Store
384,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,The Toy Space Inc,4b13ff31f964a5206a9b23e3,43.644222,-79.403071,Toy Store
385,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,Mindzai,51b5f9a2454a4042828fbcbf,43.647115,-79.396474,Toy Store
386,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,Gametrek,4d5eed555c39b1f77f83f149,43.646211,-79.384177,Toy Store
387,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,Hestia International Inc,a5294142f21d4964645c78aa,43.647697,-79.396193,Toy Store
388,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,Game Trek,4ad4c063f964a52039f820e3,43.645609,-79.38165,Toy Store
389,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,Little Monkeys Treehouse,59ce92a12105c3413d8004fd,43.645883,-79.38174,Toy Store
390,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,MissBehav'n,4bd3566b046076b08bd57571,43.646421,-79.406788,Toy Store
391,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,Toy Terminal,5d618581c79f3b00087bff93,43.646357,-79.409208,Toy Store
392,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,Toys Toys Toys,4de51feac65b7a3e215a1ce5,43.647327,-79.381176,Toy Store
393,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,Polka Dot Kids,4d446dc13616b60ced42e4c2,43.645332,-79.412503,Toy Store
394,"CN Tower, King and Spadina, Railway Lands, Harbourfront West, Bathurst Quay, South Niagara, Island airport",M5V,43.6289467,-79.3944199,DinoDirect,4eb973676d86ba38ae4ab6a5,43.650562,-79.386879,Toy Store
395,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Disney,522a616311d2b982aa3b8111,43.653755,-79.380001,Toy Store
396,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,AnimeXtreme,4ad8bb1ff964a520201421e3,43.654118,-79.398199,Toy Store
397,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Toy Terminal,50c37adbe4b0572e56f405be,43.646709,-79.403608,Toy Store
398,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Toys Toys Toys,4b197960f964a520fedd23e3,43.653062,-79.380265,Toy Store
399,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Toys Toys Toys,4de51feac65b7a3e215a1ce5,43.647327,-79.381176,Toy Store
400,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Little Monkeys Treehouse,59ce92a12105c3413d8004fd,43.645883,-79.38174,Toy Store
401,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Gametrek,4d5eed555c39b1f77f83f149,43.646211,-79.384177,Toy Store
402,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Game Trek,4ad4c063f964a52039f820e3,43.645609,-79.38165,Toy Store
403,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,DinoDirect,4eb973676d86ba38ae4ab6a5,43.650562,-79.386879,Toy Store
404,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,American Girl,567ed84f498e931068179a8a,43.654145,-79.380811,Toy Store
406,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Toys Toys Toys,4b33a155f964a520be1b25e3,43.644759,-79.392593,Toy Store
407,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Toy Terminal,4bcb4bb0511f95214725b1c7,43.639446,-79.380716,Toy Store
408,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Hestia International Inc,a5294142f21d4964645c78aa,43.647697,-79.396193,Toy Store
409,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,The Toy Space,4cd58f43dfb4a1cdf6e3595c,43.656818,-79.3904,Toy Store
410,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Mindzai,51b5f9a2454a4042828fbcbf,43.647115,-79.396474,Toy Store
412,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Tai Tai Trading,539dc1dd498ef219414a0544,43.653318,-79.396856,Toy Store
413,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Spinmaster,4b5dab03f964a520ef6529e3,43.642165,-79.39662,Toy Store
414,"First Canadian Place, Underground city",M5X,43.6484292,-79.3822802,Navito World,51b608c3498ed1f8f39272dc,43.654224,-79.397514,Toy Store
415,Christie,M6G,43.669542,-79.4225637,Toys R Us,5bc77571db2aeb002cb79360,43.657002,-79.43569,Toy Store
416,Christie,M6G,43.669542,-79.4225637,Playful Minds,4b0ed055f964a520705b23e3,43.68173,-79.424592,Toy Store
417,Christie,M6G,43.669542,-79.4225637,The Sword & Board,59668f3160d11b0ba1b697fa,43.658652,-79.439227,Toy Store
418,Christie,M6G,43.669542,-79.4225637,R and C Spinners and Gadgets,1162944783a24e5e37e6ecb8,43.683509,-79.434842,Toy Store
419,Christie,M6G,43.669542,-79.4225637,GameStop,4d83af34f1e56ea8b6c3658a,43.654703,-79.435648,Toy Store
420,Christie,M6G,43.669542,-79.4225637,Inquisitivekid,4bf81a3c5ec320a1241e88d3,43.67479,-79.394949,Toy Store
421,Christie,M6G,43.669542,-79.4225637,Kingsway Inc,25a663b69edc4f9345672528,43.656357,-79.39907,Toy Store
422,Christie,M6G,43.669542,-79.4225637,Golden Shine Trading,508ad60fe4b07e54b2b12404,43.655319,-79.398671,Toy Store
423,Christie,M6G,43.669542,-79.4225637,Nancy's,16f77a3e9e0a40322dee6b0f,43.664025,-79.410956,Toy Store
426,Enclave of M5E,M5W,43.6464352,-79.374846,Disney,522a616311d2b982aa3b8111,43.653755,-79.380001,Toy Store
427,Enclave of M5E,M5W,43.6464352,-79.374846,AnimeXtreme,4ad8bb1ff964a520201421e3,43.654118,-79.398199,Toy Store
428,Enclave of M5E,M5W,43.6464352,-79.374846,Toy Terminal,50c37adbe4b0572e56f405be,43.646709,-79.403608,Toy Store
429,Enclave of M5E,M5W,43.6464352,-79.374846,Toys Toys Toys,4b197960f964a520fedd23e3,43.653062,-79.380265,Toy Store
430,Enclave of M5E,M5W,43.6464352,-79.374846,Toys Toys Toys,4de51feac65b7a3e215a1ce5,43.647327,-79.381176,Toy Store
431,Enclave of M5E,M5W,43.6464352,-79.374846,Game Trek,4ad4c063f964a52039f820e3,43.645609,-79.38165,Toy Store
432,Enclave of M5E,M5W,43.6464352,-79.374846,Little Monkeys Treehouse,59ce92a12105c3413d8004fd,43.645883,-79.38174,Toy Store
434,Enclave of M5E,M5W,43.6464352,-79.374846,Gametrek,4d5eed555c39b1f77f83f149,43.646211,-79.384177,Toy Store
435,Enclave of M5E,M5W,43.6464352,-79.374846,Toy Terminal,4bcb4bb0511f95214725b1c7,43.639446,-79.380716,Toy Store
436,Enclave of M5E,M5W,43.6464352,-79.374846,American Girl,567ed84f498e931068179a8a,43.654145,-79.380811,Toy Store
437,Enclave of M5E,M5W,43.6464352,-79.374846,DinoDirect,4eb973676d86ba38ae4ab6a5,43.650562,-79.386879,Toy Store
438,Enclave of M5E,M5W,43.6464352,-79.374846,Cheap Fifa 15 Coins Shop - Vipfifa15c,55461345498e0032a3820089,43.649778,-79.361277,Toy Store
439,Enclave of M5E,M5W,43.6464352,-79.374846,Toys Toys Toys,4b33a155f964a520be1b25e3,43.644759,-79.392593,Toy Store
440,Enclave of M5E,M5W,43.6464352,-79.374846,The Toy Space,4cd58f43dfb4a1cdf6e3595c,43.656818,-79.3904,Toy Store
442,Enclave of M5E,M5W,43.6464352,-79.374846,Hestia International Inc,a5294142f21d4964645c78aa,43.647697,-79.396193,Toy Store
443,Enclave of M5E,M5W,43.6464352,-79.374846,Swappz,5159fefae4b02c83faf81e2e,43.656653,-79.358581,Toy Store
444,Enclave of M5E,M5W,43.6464352,-79.374846,Mindzai,51b5f9a2454a4042828fbcbf,43.647115,-79.396474,Toy Store
445,Enclave of M5E,M5W,43.6464352,-79.374846,Spinmaster,4b5dab03f964a520ef6529e3,43.642165,-79.39662,Toy Store
446,The Beaches,M4E,43.6763574,-79.2930312,Face to Face Games Toronto,54021469498e50e6e1da1755,43.685329,-79.312795,Toy Store
447,The Beaches,M4E,43.6763574,-79.2930312,Planet X,4ad8ced6f964a520db1421e3,43.670783,-79.295677,Toy Store
448,The Beaches,M4E,43.6763574,-79.2930312,Smit Bart,8be28d624fdc42c7a385932d,43.678764,-79.277522,Toy Store
449,The Beaches,M4E,43.6763574,-79.2930312,The Montessori Room,5f743539dd53a8329a176fc9,43.68632,-79.309162,Toy Store
450,The Beaches,M4E,43.6763574,-79.2930312,Silly Goose Kids Inc,4e8760247ee6449cee893e44,43.685596,-79.313773,Toy Store
451,The Beaches,M4E,43.6763574,-79.2930312,The Swag Sisters,4f81b456e4b06fa5177a6838,43.67272,-79.319506,Toy Store
452,"The Danforth West, Riverdale",M4K,43.6795571,-79.352188,Treasure Island Toys Ltd,4bb74c12941ad13a687620e3,43.678455,-79.346652,Toy Store
453,"The Danforth West, Riverdale",M4K,43.6795571,-79.352188,The 100-Mile Child,4dd95075fa76ad96d1529b1b,43.677498,-79.352909,Toy Store
454,"The Danforth West, Riverdale",M4K,43.6795571,-79.352188,Strategy Games,63163ec5e87ce3582d12ec24,43.680453,-79.338408,Toy Store
455,"The Danforth West, Riverdale",M4K,43.6795571,-79.352188,Treehouse Collectibles,5a8880cd22d4902a7355018a,43.685971,-79.339749,Toy Store
456,"The Danforth West, Riverdale",M4K,43.6795571,-79.352188,Dragon Hobby,4f79f0cbe4b05bfd5992d598,43.666611,-79.355953,Toy Store
458,"The Danforth West, Riverdale",M4K,43.6795571,-79.352188,GameStop,f2f388a4188cb8ecfd924978,43.669817,-79.339532,Toy Store
459,"India Bazaar, The Beaches West",M4L,43.6689985,-79.3155716,Face to Face Games Toronto,54021469498e50e6e1da1755,43.685329,-79.312795,Toy Store
460,"India Bazaar, The Beaches West",M4L,43.6689985,-79.3155716,The Swag Sisters,4f81b456e4b06fa5177a6838,43.67272,-79.319506,Toy Store
461,"India Bazaar, The Beaches West",M4L,43.6689985,-79.3155716,Planet X,4ad8ced6f964a520db1421e3,43.670783,-79.295677,Toy Store
462,"India Bazaar, The Beaches West",M4L,43.6689985,-79.3155716,Silly Goose Kids Inc,4e8760247ee6449cee893e44,43.685596,-79.313773,Toy Store
463,"India Bazaar, The Beaches West",M4L,43.6689985,-79.3155716,The Montessori Room,5f743539dd53a8329a176fc9,43.68632,-79.309162,Toy Store
465,"India Bazaar, The Beaches West",M4L,43.6689985,-79.3155716,Strategy Games,63163ec5e87ce3582d12ec24,43.680453,-79.338408,Toy Store
466,"India Bazaar, The Beaches West",M4L,43.6689985,-79.3155716,GameStop,f2f388a4188cb8ecfd924978,43.669817,-79.339532,Toy Store
467,Studio District,M4M,43.6595255,-79.340923,Treasure Island Toys Ltd,4bb74c12941ad13a687620e3,43.678455,-79.346652,Toy Store
469,Studio District,M4M,43.6595255,-79.340923,Dragon Hobby,4f79f0cbe4b05bfd5992d598,43.666611,-79.355953,Toy Store
470,Studio District,M4M,43.6595255,-79.340923,Swappz,5159fefae4b02c83faf81e2e,43.656653,-79.358581,Toy Store
471,Studio District,M4M,43.6595255,-79.340923,Cheap Fifa 15 Coins Shop - Vipfifa15c,55461345498e0032a3820089,43.649778,-79.361277,Toy Store
472,Studio District,M4M,43.6595255,-79.340923,The 100-Mile Child,4dd95075fa76ad96d1529b1b,43.677498,-79.352909,Toy Store
473,Studio District,M4M,43.6595255,-79.340923,The Swag Sisters,4f81b456e4b06fa5177a6838,43.67272,-79.319506,Toy Store
474,Studio District,M4M,43.6595255,-79.340923,Strategy Games,63163ec5e87ce3582d12ec24,43.680453,-79.338408,Toy Store
475,Studio District,M4M,43.6595255,-79.340923,GameStop,f2f388a4188cb8ecfd924978,43.669817,-79.339532,Toy Store
476,Studio District,M4M,43.6595255,-79.340923,Northmen Collectibles,3d2ee0c419214c629a784666,43.656426,-79.361725,Toy Store
477,Enclave of M4L,M7Y,43.6627439,-79.321558,The Swag Sisters,4f81b456e4b06fa5177a6838,43.67272,-79.319506,Toy Store
479,Enclave of M4L,M7Y,43.6627439,-79.321558,Planet X,4ad8ced6f964a520db1421e3,43.670783,-79.295677,Toy Store
480,Enclave of M4L,M7Y,43.6627439,-79.321558,Strategy Games,63163ec5e87ce3582d12ec24,43.680453,-79.338408,Toy Store
481,Enclave of M4L,M7Y,43.6627439,-79.321558,GameStop,f2f388a4188cb8ecfd924978,43.669817,-79.339532,Toy Store
482,"Parkview Hill, Woodbine Gardens",M4B,43.7063972,-79.309937,Face to Face Games Toronto,54021469498e50e6e1da1755,43.685329,-79.312795,Toy Store
483,"Parkview Hill, Woodbine Gardens",M4B,43.7063972,-79.309937,My Gifted Child Inc,5abfb94751950e53c2384c99,43.707438,-79.30285,Toy Store
484,"Parkview Hill, Woodbine Gardens",M4B,43.7063972,-79.309937,Big Boy Toyz,4e945f805503852c34f6150f,43.710501,-79.293035,Toy Store
485,"Parkview Hill, Woodbine Gardens",M4B,43.7063972,-79.309937,Wooden Puzzle Name Canada,5af3abd3c53093002c938c05,43.723563,-79.305109,Toy Store
