,Neighbourhood,Postalcode,Neighbourhood Latitude,Neighbourhood Longitude,Venue,fsq_id,Venue Latitude,Venue Longitude,Venue Category
685,Agincourt,M1S,43.7942003,-79.2620294,ToysRUs Express,4ee67eff6da14e7d9ba6698c,43.775417,-79.259618,Toy Store
686,Agincourt,M1S,43.7942003,-79.2620294,Build-a-Bear Workshop Inc,9c5a58e7f09e5d977c3f3c24,43.775346,-79.258248,Toy Store
687,Agincourt,M1S,43.7942003,-79.2620294,Toys Toys Toys,4b68797bf964a520eb7a2be3,43.775314,-79.257118,Toy Store
688,Agincourt,M1S,43.7942003,-79.2620294,Play Pretend Toys,031ad2de31a547c3ce9a6ee0,43.797759,-79.271795,Toy Store
689,Agincourt,M1S,43.7942003,-79.2620294,2 Cool Toys,c71e590ada7a4d8a937c2138,43.783616,-79.288,Toy Store
690,"Clarks Corners, Tam O'Shanter, Sullivan",M1T,43.7816375,-79.3043021,Michaels,53e4f81c498ea330eb42dedb,43.774379,-79.281075,Toy Store
691,"Clarks Corners, Tam O'Shanter, Sullivan",M1T,43.7816375,-79.3043021,2 Cool Toys,c71e590ada7a4d8a937c2138,43.783616,-79.288,Toy Store
692,"Clarks Corners, Tam O'Shanter, Sullivan",M1T,43.7816375,-79.3043021,Lion's Den Action Figures & Collectibles,8729be342e0c4400672e148d,43.796114,-79.325325,Toy Store
693,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",M1V,43.8152522,-79.2845772,Thinkamajigs,592f1ca595a72265915320a3,43.818027,-79.299656,Toy Store
694,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",M1V,43.8152522,-79.2845772,Easy Kids,4cac8f4676d3a093dcbb326b,43.825533,-79.297695,Toy Store
695,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",M1V,43.8152522,-79.2845772,Tokyo PaPa,595966be840fc216ecbdbc72,43.826792,-79.306012,Toy Store
696,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",M1V,43.8152522,-79.2845772,Avatar Toy Inc,fee7cbdb6f2147a05d5eefce,43.824395,-79.302584,Toy Store
697,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",M1V,43.8152522,-79.2845772,Perfect Gifts,87f41f42e26c07c747c434cc,43.82581,-79.306373,Toy Store
698,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",M1V,43.8152522,-79.2845772,Play Pretend Toys,031ad2de31a547c3ce9a6ee0,43.797759,-79.271795,Toy Store
699,"Steeles West, L'Amoreaux West",M1W,43.7995252,-79.3183887,Lion's Den Action Figures & Collectibles,8729be342e0c4400672e148d,43.796114,-79.325325,Toy Store
700,"Dufferin, Dovercourt Village",M6H,43.6690051,-79.4422593,Toys R Us,5bc77571db2aeb002cb79360,43.657002,-79.43569,Toy Store
701,"Dufferin, Dovercourt Village",M6H,43.6690051,-79.4422593,The Sword & Board,59668f3160d11b0ba1b697fa,43.658652,-79.439227,Toy Store
702,"Dufferin, Dovercourt Village",M6H,43.6690051,-79.4422593,GameStop,4d83af34f1e56ea8b6c3658a,43.654703,-79.435648,Toy Store
703,"Dufferin, Dovercourt Village",M6H,43.6690051,-79.4422593,R and C Spinners and Gadgets,1162944783a24e5e37e6ecb8,43.683509,-79.434842,Toy Store
704,"Dufferin, Dovercourt Village",M6H,43.6690051,-79.4422593,Playful Minds,4b0ed055f964a520705b23e3,43.68173,-79.424592,Toy Store
706,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,Toy Terminal,50c37adbe4b0572e56f405be,43.646709,-79.403608,Toy Store
707,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,Scooter Girl Toys,4bb27aad42959c74abe4202c,43.644911,-79.448289,Toy Store
708,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,AnimeXtreme,4ad8bb1ff964a520201421e3,43.654118,-79.398199,Toy Store
709,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,Toys R Us,5bc77571db2aeb002cb79360,43.657002,-79.43569,Toy Store
710,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,Polka Dot Kids,4d446dc13616b60ced42e4c2,43.645332,-79.412503,Toy Store
711,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,Toy Terminal,5d618581c79f3b00087bff93,43.646357,-79.409208,Toy Store
712,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,MissBehav'n,4bd3566b046076b08bd57571,43.646421,-79.406788,Toy Store
713,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,The Toy Space Inc,4b13ff31f964a5206a9b23e3,43.644222,-79.403071,Toy Store
714,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,GameStop,4d83af34f1e56ea8b6c3658a,43.654703,-79.435648,Toy Store
715,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,Super Toy,5dd82d56c61ceb00081add6c,43.640476,-79.402099,Toy Store
717,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,Mindzai,51b5f9a2454a4042828fbcbf,43.647115,-79.396474,Toy Store
718,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,Golden Shine Trading,508ad60fe4b07e54b2b12404,43.655319,-79.398671,Toy Store
719,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,Hestia International Inc,a5294142f21d4964645c78aa,43.647697,-79.396193,Toy Store
720,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,Kingsway Inc,25a663b69edc4f9345672528,43.656357,-79.39907,Toy Store
721,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,Navito World,51b608c3498ed1f8f39272dc,43.654224,-79.397514,Toy Store
723,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,Tai Tai Trading,539dc1dd498ef219414a0544,43.653318,-79.396856,Toy Store
724,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,Spinmaster,4b5dab03f964a520ef6529e3,43.642165,-79.39662,Toy Store
725,"Little Portugal, Trinity",M6J,43.6479267,-79.4197497,The Sword & Board,59668f3160d11b0ba1b697fa,43.658652,-79.439227,Toy Store
726,"Brockton, Parkdale Village, Exhibition Place",M6K,43.6368472,-79.4281914,Scooter Girl Toys,4bb27aad42959c74abe4202c,43.644911,-79.448289,Toy Store
727,"Brockton, Parkdale Village, Exhibition Place",M6K,43.6368472,-79.4281914,Toy Terminal,50c37adbe4b0572e56f405be,43.646709,-79.403608,Toy Store
728,"Brockton, Parkdale Village, Exhibition Place",M6K,43.6368472,-79.4281914,Toys R Us,5bc77571db2aeb002cb79360,43.657002,-79.43569,Toy Store
730,"Brockton, Parkdale Village, Exhibition Place",M6K,43.6368472,-79.4281914,Polka Dot Kids,4d446dc13616b60ced42e4c2,43.645332,-79.412503,Toy Store
731,"Brockton, Parkdale Village, Exhibition Place",M6K,43.6368472,-79.4281914,Toy Terminal,5d618581c79f3b00087bff93,43.646357,-79.409208,Toy Store
732,"Brockton, Parkdale Village, Exhibition Place",M6K,43.6368472,-79.4281914,MissBehav'n,4bd3566b046076b08bd57571,43.646421,-79.406788,Toy Store
733,"Brockton, Parkdale Village, Exhibition Place",M6K,43.6368472,-79.4281914,GameStop,4d83af34f1e56ea8b6c3658a,43.654703,-79.435648,Toy Store
734,"Brockton, Parkdale Village, Exhibition Place",M6K,43.6368472,-79.4281914,Super Toy,5dd82d56c61ceb00081add6c,43.640476,-79.402099,Toy Store
735,"Brockton, Parkdale Village, Exhibition Place",M6K,43.6368472,-79.4281914,The Toy Space Inc,4b13ff31f964a5206a9b23e3,43.644222,-79.403071,Toy Store
737,"High Park, The Junction South",M6P,43.6616083,-79.4647633,Scooter Girl Toys,4bb27aad42959c74abe4202c,43.644911,-79.448289,Toy Store
738,"High Park, The Junction South",M6P,43.6616083,-79.4647633,Toys R Us,5bc77571db2aeb002cb79360,43.657002,-79.43569,Toy Store
739,"High Park, The Junction South",M6P,43.6616083,-79.4647633,Little Lola,4c7c2795744d8cfa86e2b937,43.658548,-79.48742,Toy Store
740,"High Park, The Junction South",M6P,43.6616083,-79.4647633,The Sword & Board,59668f3160d11b0ba1b697fa,43.658652,-79.439227,Toy Store
741,"High Park, The Junction South",M6P,43.6616083,-79.4647633,GameStop,4d83af34f1e56ea8b6c3658a,43.654703,-79.435648,Toy Store
742,"High Park, The Junction South",M6P,43.6616083,-79.4647633,GameStop,c372e5426faa15fb850229f4,43.668642,-79.483765,Toy Store
743,"Parkdale, Roncesvalles",M6R,43.6489597,-79.456325,Scooter Girl Toys,4bb27aad42959c74abe4202c,43.644911,-79.448289,Toy Store
744,"Parkdale, Roncesvalles",M6R,43.6489597,-79.456325,Toys R Us,5bc77571db2aeb002cb79360,43.657002,-79.43569,Toy Store
746,"Parkdale, Roncesvalles",M6R,43.6489597,-79.456325,The Sword & Board,59668f3160d11b0ba1b697fa,43.658652,-79.439227,Toy Store
747,"Parkdale, Roncesvalles",M6R,43.6489597,-79.456325,GameStop,4d83af34f1e56ea8b6c3658a,43.654703,-79.435648,Toy Store
749,"Runnymede, Swansea",M6S,43.6515706,-79.4844499,Little Lola,4c7c2795744d8cfa86e2b937,43.658548,-79.48742,Toy Store
750,"Runnymede, Swansea",M6S,43.6515706,-79.4844499,GameStop,c372e5426faa15fb850229f4,43.668642,-79.483765,Toy Store
751,Humewood-Cedarvale,M6C,43.6937813,-79.4281914,R and C Spinners and Gadgets,1162944783a24e5e37e6ecb8,43.683509,-79.434842,Toy Store
752,Humewood-Cedarvale,M6C,43.6937813,-79.4281914,Playful Minds,4b0ed055f964a520705b23e3,43.68173,-79.424592,Toy Store
754,Caledonia-Fairbanks,M6E,43.6890256,-79.453512,R and C Spinners and Gadgets,1162944783a24e5e37e6ecb8,43.683509,-79.434842,Toy Store
755,Caledonia-Fairbanks,M6E,43.6890256,-79.453512,Playful Minds,4b0ed055f964a520705b23e3,43.68173,-79.424592,Toy Store
756,"Runnymede, The Junction North",M6N,43.6731853,-79.4872619,Little Lola,4c7c2795744d8cfa86e2b937,43.658548,-79.48742,Toy Store
757,"Runnymede, The Junction North",M6N,43.6731853,-79.4872619,GameStop,c372e5426faa15fb850229f4,43.668642,-79.483765,Toy Store
758,Weston,M9N,43.706876,-79.5181884,Syndrome Gaming,1ea4bdb7f739447767da854a,43.702482,-79.503975,Toy Store
759,Weston,M9N,43.706876,-79.5181884,Toys & Gifts,50921846923642c1394120ba,43.720955,-79.512493,Toy Store
